12:56:11,00001567,00000899,00000814,00005225
12:56:11,00001586,00001296,00000814,00005965
12:56:11,00001551,00001246,00000808,00005736
12:56:11,00001565,00000899,00000811,00005865
12:56:11,00001582,00001248,00000811,00005663
12:56:11,00001554,00001246,00000810,00005813
12:56:11,00001565,00000924,00000808,00005885
12:56:11,00001552,00000899,00000809,00005912
12:56:11,00001583,00001247,00000812,00005764
12:56:11,00001565,00001246,00000809,00005762
12:56:11,00001567,00000899,00000814,00005225
12:56:11,00001586,00001296,00000814,00005965
12:56:11,00001551,00001246,00000808,00005736
12:56:11,00001565,00000899,00000811,00005865
12:56:11,00001582,00001248,00000811,00005663
12:56:11,00001554,00001246,00000810,00005813
12:56:11,00001565,00000924,00000808,00005885
12:56:11,00001552,00000899,00000809,00005912
12:56:11,00001583,00001247,00000812,00005764
12:56:11,00001565,00001246,00000809,00005762
21:13:47,00001581,00132649,00000866,00001448
21:13:47,00001536,00132652,00000895,00001449
21:13:47,00001528,00132650,00000894,00001450
21:13:47,00001555,00132644,00000867,00001451
21:13:48,00001555,00132638,00000891,00001450
21:13:48,00001610,00132641,00000887,00001447
21:13:48,00001556,00132662,00000889,00001450
21:13:48,00001587,00132633,00000861,00001451
21:13:48,00001583,00132659,00000892,00001448
21:13:48,00001557,00132646,00000894,00001449
21:13:49,00001551,00132660,00000870,00001449
21:13:49,00001533,00132639,00000891,00001449
21:13:49,00001531,00132617,00000871,00001449
21:13:49,00001545,00132657,00000892,00001450
21:13:49,00001559,00132654,00000896,00001450
21:13:49,00001547,00132651,00000893,00001451
21:13:50,00001559,00132656,00000873,00001451
21:13:50,00001529,00132648,00000869,00001451
21:13:50,00001543,00132652,00000889,00001450
21:13:50,00001531,00132648,00000871,00001451
21:13:50,00001545,00132644,00000863,00001452
21:13:50,00001586,00132655,00000886,00001451
21:13:50,00001529,00132660,00000889,00001448
21:13:51,00001560,00132655,00000863,00001449
21:13:51,00001531,00132658,00000893,00001448
21:13:51,00001545,00132647,00000895,00001450
21:13:51,00001555,00132646,00000868,00001450
21:13:51,00001532,00132653,00000868,00001447
21:13:51,00001571,00132658,00000893,00001449
21:13:52,00001556,00132645,00000893,00001450
21:13:52,00001585,00132657,00000896,00001450
21:13:52,00001557,00132641,00000867,00001474
21:13:52,00001583,00132666,00000879,00001451
21:13:52,00001583,00132657,00000860,00001451
21:13:52,00001559,00132665,00000863,00001451
21:13:53,00001570,00132653,00000872,00001449
21:13:53,00001552,00132664,00000889,00001448
21:13:53,00001586,00132657,00000859,00001449
21:13:53,00001544,00132665,00000890,00001448
21:13:53,00001587,00132655,00000894,00001448
21:13:53,00001570,00132643,00000870,00001449
21:13:54,00001559,00132633,00000869,00001452
21:13:54,00001529,00132636,00000888,00001448
21:13:54,00001545,00132634,00000898,00001450
21:13:54,00001530,00132647,00000903,00001449
21:13:54,00001570,00132648,00000867,00001449
21:13:54,00001556,00132653,00000872,00001450
21:13:54,00001527,00132658,00000894,00001451
21:13:55,00001555,00132662,00000902,00001448
21:13:55,00001553,00132666,00000870,00001451
21:13:55,00001544,00132666,00000888,00001448
21:13:55,00001527,00132659,00000897,00001450
21:13:55,00001553,00132665,00000888,00001451
21:13:55,00001588,00132659,00000873,00001451
21:13:56,00001541,00132669,00000863,00001451
21:13:56,00001563,00132664,00000859,00001449
21:13:56,00001528,00132658,00000873,00001451
21:13:56,00001528,00132665,00000895,00001449
21:13:56,00001556,00132658,00000870,00001449
21:13:56,00001534,00132659,00000892,00001448
21:13:57,00001546,00132659,00000868,00001448
21:13:57,00001534,00132661,00000870,00001450
21:13:57,00001580,00132649,00000897,00001449
21:13:57,00001544,00132639,00000893,00001448
21:13:57,00001558,00132667,00000895,00039912
21:13:57,00001546,00132640,00000895,00001450
21:13:58,00001528,00132653,00000863,00001448
21:13:58,00001535,00132641,00000871,00001451
21:13:58,00001546,00132640,00000887,00001475
21:13:58,00001562,00132646,00000861,00001474
21:13:58,00001545,00132646,00000889,00001475
21:13:58,00001563,00132641,00000884,00001448
21:13:58,00001529,00132649,00000893,00001450
21:13:59,00001543,00132648,00000868,00001451
21:13:59,00001531,00132648,00000865,00001450
21:13:59,00001545,00132637,00000871,00001450
21:13:59,00001531,00132648,00000897,00001450
21:13:59,00001551,00132649,00000870,00001448
21:13:59,00001557,00132661,00000899,00001448
21:14:00,00001528,00132661,00000867,00001450
21:14:00,00001557,00132657,00000865,00001450
21:14:00,00001536,00132658,00000867,00001449
21:14:00,00001556,00132664,00000890,00001450
